id,random ID,ResponseType,TrialNumber,Response,Group,Identifier,Points,prev_response,partner_id,partner_prev_response,partner_response,BC,DecisionType,Content,Size,Structure,Run
4,36697.0,hashtag,20,support,10.0,h20s1,0.0,earthquake,5.0,tragedy,tsunami,C,EC,Hashtag,20,Spatial,1
4,36697.0,hashtag,21,earthquake,1.0,h20s1,1.0,support,3.0,tsunami,earthquake,C,EC,Hashtag,20,Spatial,1
4,36697.0,hashtag,22,tsunami,10.0,h20s1,0.0,earthquake,5.0,earthquake,earthquake,C,EC,Hashtag,20,Spatial,1
4,36697.0,hashtag,23,tsunami,1.0,h20s1,0.0,tsunami,2.0,earthquake,radiation,C,RS,Hashtag,20,Spatial,1
4,36697.0,hashtag,24,cancer,7.0,h20s1,0.0,tsunami,2.0,radiation,energy,B,BN,Hashtag,20,Spatial,1
4,36697.0,hashtag,25,radiation,10.0,h20s1,0.0,cancer,2.0,energy,disaster,C,EC,Hashtag,20,Spatial,1
4,36697.0,hashtag,26,energy,10.0,h20s1,0.0,radiation,3.0,disaster,sea,C,EC,Hashtag,20,Spatial,1
4,36697.0,hashtag,27,tsunami,7.0,h20s1,1.0,energy,6.0,sea,tsunami,C,EC,Hashtag,20,Spatial,1
4,36697.0,hashtag,28,radiation,4.0,h20s1,0.0,tsunami,2.0,tsunami,tsunami,C,EC,Hashtag,20,Spatial,1
4,36697.0,hashtag,29,tsunami,7.0,h20s1,0.0,radiation,5.0,tsunami,disaster,C,RP,Hashtag,20,Spatial,1
4,36697.0,hashtag,30,tsunami,6.0,h20s1,1.0,tsunami,2.0,disaster,tsunami,C,RS,Hashtag,20,Spatial,1
4,36697.0,hashtag,31,tsunami,10.0,h20s1,0.0,tsunami,5.0,tsunami,disaster,C,RP,Hashtag,20,Spatial,1
4,36697.0,hashtag,32,tsunami,5.0,h20s1,1.0,tsunami,6.0,disaster,tsunami,C,RS,Hashtag,20,Spatial,1
